Use,old_calval,SourceEntity,lab,UniqueID_v2,lat,long,siteid,waterbody_name,Year,Month,CollDate,daynum,CollMeth,Freq,SameYr_SameDay2,SameYr_DiftDay2,MultipleYrs,Unit_OBSPRED_final,MWMT_TolAnal,MWMT_source,MWMT_93_11,MWMT_Annual,Aug_93_11,NORWEST_Unit,Ecoregion_name,eco3,L4_eco_code,L4_eco_name,slope_nhd,wsarea_km2,elev_m,ElevWs,ICI,IWI,PctUrbCat,PctUrbWs,PctAgCat,PctAgWs,PctForCat,PctForWs,RdDensCat,RdDensWs,Tmean8110Cat,Tmean8110Ws,Precip8110Cat,Precip8110Ws
Y,NOT_CALVAL,USGS,USGS,BDB-000028467_1,47.30265108,-118.3691441,USGS_212,"CRAB CREEK AT ROCKY FORD ROAD NEAR RITZVILLE, WA",1995,9,9/7/1995 0:00,250,targeted riffle,multi,,USGS_212__1995,USGS_212,UpColYak_117079,24.43,annual,24.4,24.43,18.27,UpColYak,Columbia Plateau,CP,10a,Channeled Scablands,0.298906,1141.47,528.0031961,701.2069665,0.741676565,0.258111973,1.694915254,0.327288496,3.87409201,67.96396752,0,2.149018371,0.958878549,0.920562656,9.170906122,8.204170464,297.9001255,359.4259482
Y,NOT_CALVAL,USGS,USGS,BDB-000028468_1,47.30265108,-118.3691441,USGS_212,"CRAB CREEK AT ROCKY FORD ROAD NEAR RITZVILLE, WA",1995,9,9/6/1995 0:00,249,targeted riffle,multi,USGS_212__1995-09-06,USGS_212__1995,USGS_212,UpColYak_117079,24.43,annual,24.4,24.43,18.27,UpColYak,Columbia Plateau,CP,10a,Channeled Scablands,0.298906,1141.47,528.0031961,701.2069665,0.741676565,0.258111973,1.694915254,0.327288496,3.87409201,67.96396752,0,2.149018371,0.958878549,0.920562656,9.170906122,8.204170464,297.9001255,359.4259482
Y,NOT_CALVAL,USGS,USGS,BDB-000028469_1,47.30265108,-118.3691441,USGS_212,"CRAB CREEK AT ROCKY FORD ROAD NEAR RITZVILLE, WA",1995,9,9/6/1995 0:00,249,targeted riffle,multi,USGS_212__1995-09-06,USGS_212__1995,USGS_212,UpColYak_117079,24.43,annual,24.4,24.43,18.27,UpColYak,Columbia Plateau,CP,10a,Channeled Scablands,0.298906,1141.47,528.0031961,701.2069665,0.741676565,0.258111973,1.694915254,0.327288496,3.87409201,67.96396752,0,2.149018371,0.958878549,0.920562656,9.170906122,8.204170464,297.9001255,359.4259482
Y,NOT_CALVAL,USGS,USGS,BDB-000028471_1,46.93041061,-119.8997709,USGS_188,"SAND HOLLOW CREEK AT S RD SW NEAR VANTAGE, WA",1995,10,10/31/1995 0:00,304,targeted riffle,multi,USGS_188__1995-10-31 ,,USGS_188,UpColYak_111948,21.91,annual,21.88,21.91,16.81,UpColYak,Columbia Plateau,CP,10g,Yakima Folds,1.076972,124.6041,392.3775959,385.1381394,0.256653388,0.180779977,1.611009653,1.423628918,74.52713279,84.11545045,0,0,0.943472405,0.986296995,10.38955338,10.37737987,197.7731911,193.3983155
Y,NOT_CALVAL,USGS,USGS,BDB-000028472_1,46.93041061,-119.8997709,USGS_188,"SAND HOLLOW CREEK AT S RD SW NEAR VANTAGE, WA",1995,10,10/31/1995 0:00,304,targeted riffle,multi,USGS_188__1995-10-31 ,,USGS_188,UpColYak_111948,21.91,annual,21.88,21.91,16.81,UpColYak,Columbia Plateau,CP,10g,Yakima Folds,1.076972,124.6041,392.3775959,385.1381394,0.256653388,0.180779977,1.611009653,1.423628918,74.52713279,84.11545045,0,0,0.943472405,0.986296995,10.38955338,10.37737987,197.7731911,193.3983155
Y,CAL,USGS,USGS,BDB-000028669_1,46.72099705,-117.137114,USGS_226,"PARADISE CREEK AT PULLMAN, WA",1993,8,8/18/1993 0:00,230,targeted riffle,single,,,,MidCol_113631,22.16,annual,23.44,22.16,16.3,MidCol,Columbia Plateau,CP,10h,Palouse Hills,0.488805,77.3703,778.8553645,837.9296083,0.164270068,0.187420561,8.792629707,13.69478986,82.72183611,63.66396408,1.664780992,10.65176172,3.492478565,3.778230192,8.471411842,8.182032648,480.1933778,641.2445135
Y,CAL,USGS,USGS,BDB-000028670_1,46.87655424,-117.3635161,USGS_221,"SOUTH FORK PALOUSE RIVER AT COLFAX, WA",1993,8,8/19/1993 0:00,231,targeted riffle,multi,,,USGS_221,MidCol_114872,25.41,annual,26.69,25.41,18.79,MidCol,Columbia Plateau,CP,10h,Palouse Hills,0.389171,711.6741,680.5562312,812.0246184,0.259785235,0.196168629,5.98755832,3.992543778,64.87817522,80.52390835,15.52617937,7.230107152,2.54463604,1.906274091,8.942270203,8.283990023,503.9101372,581.7481633
Y,CAL,USGS,USGS,BDB-000028671_1,46.94321572,-117.7979891,USGS_216,"REBEL FLAT CREEK AT WINONA, WA",1993,8,8/20/1993 0:00,232,targeted riffle,single,,,,MidCol_115702,18.9,annual,20.17,18.9,14.63,MidCol,Columbia Plateau,CP,10a,Channeled Scablands,0.453267,197.7777,486.0972213,621.3088197,0.309792796,0.187030732,1.46460537,0.622062042,56.5093572,94.50564952,2.481692433,0.28122483,2.563339923,1.050403312,10.15549908,9.361478296,391.3537051,453.0090642
Y,CAL,USGS,USGS,BDB-000028672_1,47.20433591,-117.5246394,USGS_218,"PINE CREEK AT PINE CITY ROAD AT PINE CITY, WA",1993,8,8/30/1993 0:00,242,targeted riffle,single,,,,MidCol_117203,23.07,annual,24.34,23.07,18.34,MidCol,Columbia Plateau,CP,10h,Palouse Hills,0.394083,786.7737,667.5090634,769.9661821,0.2101461,0.19215323,0.920938315,0.579849072,86.1164205,91.91414253,3.57949609,2.450031057,1.586992702,1.261435758,8.861635009,8.318310674,439.9668654,495.4288961
Y,CAL,USGS,USGS,BDB-000028673_1,46.86154545,-117.8935513,USGS_215,"UNION FLAT CREEK NEAR LACROSSE, WA",1993,8,8/17/1993 0:00,229,targeted riffle,single,,,,MidCol_114934,20.09,annual,21.36,20.09,14.97,MidCol,Columbia Plateau,CP,10a,Channeled Scablands,0.252716,774.99,463.6830213,727.6918521,0.355330613,0.16985216,0,0.516664731,34.82315678,93.08593659,0,0.555220067,0.554438475,0.953127821,10.28344579,9.100488965,375.9436119,524.7710115
Y,CAL,USGS,USGS,BDB-000028675_1,46.76071901,-117.226007,USGS_223,"SF PALOUSE R. AT ARMSTRONG RD NR PULLMAN, WA",1993,8,8/31/1993 0:00,243,targeted riffle,single,,,,MidCol_113850,24.25,annual,25.53,24.25,17.99,MidCol,Columbia Plateau,CP,10h,Palouse Hills,0.318681,412.5078,741.72498,829.7115959,0.205523181,0.18990029,0,6.363152406,90.21179164,75.86932902,5.151688609,8.218971859,1.369384731,2.376921185,8.682541427,8.256677293,510.6387031,605.1442135
Y,VAL,USGS,USGS,BDB-000028680_1,47.4665216,-119.876164,USGS_189,"DOUGLAS CREEK NEAR PALISADES, WA",1993,9,9/3/1993 0:00,246,targeted riffle,single,,,,UpColYak_121598,20.06,annual,20.65,20.06,17.74,UpColYak,Columbia Plateau,CP,10a,Channeled Scablands,3.263255,530.847,550.6557182,798.1878702,0.640997269,0.310657079,0.095541401,0.434023363,7.850318471,62.17927199,0,2.007188512,0.339660225,0.894099245,9.380653234,7.944729009,248.1355963,291.0100795
Y,NOT_CALVAL,USGS,USGS,BDB-000028682_1,47.30265108,-118.3691441,USGS_212,"CRAB CREEK AT ROCKY FORD ROAD NEAR RITZVILLE, WA",1993,9,9/1/1993 0:00,244,targeted riffle,multi,,,USGS_212,UpColYak_117079,23.81,annual,24.4,23.81,18.27,UpColYak,Columbia Plateau,CP,10a,Channeled Scablands,0.298906,1141.47,528.0031961,701.2069665,0.741676565,0.258111973,1.694915254,0.327288496,3.87409201,67.96396752,0,2.149018371,0.958878549,0.920562656,9.170906122,8.204170464,297.9001255,359.4259482
Y,CAL,USGS,USGS,BDB-000028686_1,47.29570856,-118.2730276,USGS_213,"CRAB BLW TOKIO RD. ABV RITZVILLE, WA",1993,9,9/1/1993 0:00,244,targeted riffle,single,,,,UpColYak_116925,23.89,annual,24.48,23.89,18.16,UpColYak,Columbia Plateau,CP,10a,Channeled Scablands,0.346435,1054.3131,576.8361321,707.8329066,0.601193626,0.263593604,0,0.336503454,14.6123323,66.90912785,0,2.326671271,0.831515278,0.935379931,8.938384244,8.167332605,309.4168311,363.6390046
Y,NOT_CALVAL,USGS,USGS,BDB-000028692_1,46.87655424,-117.3635161,USGS_221,"SOUTH FORK PALOUSE RIVER AT COLFAX, WA",1994,8,8/30/1994 0:00,242,targeted riffle,multi,USGS_221__1994-08-30 ,,USGS_221,MidCol_114872,27.37,annual,26.69,27.37,18.79,MidCol,Columbia Plateau,CP,10h,Palouse Hills,0.389171,711.6741,680.5562312,812.0246184,0.259785235,0.196168629,5.98755832,3.992543778,64.87817522,80.52390835,15.52617937,7.230107152,2.54463604,1.906274091,8.942270203,8.283990023,503.9101372,581.7481633
Y,NOT_CALVAL,USGS,USGS,BDB-000028693_1,46.87655424,-117.3635161,USGS_221,"SOUTH FORK PALOUSE RIVER AT COLFAX, WA",1994,8,8/30/1994 0:00,242,targeted riffle,multi,USGS_221__1994-08-30 ,,USGS_221,MidCol_114872,27.37,annual,26.69,27.37,18.79,MidCol,Columbia Plateau,CP,10h,Palouse Hills,0.389171,711.6741,680.5562312,812.0246184,0.259785235,0.196168629,5.98755832,3.992543778,64.87817522,80.52390835,15.52617937,7.230107152,2.54463604,1.906274091,8.942270203,8.283990023,503.9101372,581.7481633
Y,NOT_CALVAL,USGS,USGS,BDB-000028694_1,46.87655424,-117.3635161,USGS_221,"SOUTH FORK PALOUSE RIVER AT COLFAX, WA",1994,8,8/30/1994 0:00,242,targeted riffle,multi,USGS_221__1994-08-30 ,,USGS_221,MidCol_114872,27.37,annual,26.69,27.37,18.79,MidCol,Columbia Plateau,CP,10h,Palouse Hills,0.389171,711.6741,680.5562312,812.0246184,0.259785235,0.196168629,5.98755832,3.992543778,64.87817522,80.52390835,15.52617937,7.230107152,2.54463604,1.906274091,8.942270203,8.283990023,503.9101372,581.7481633
Y,CAL,USGS,USGS,BDB-000028695_1,47.30265108,-118.3691441,USGS_212,"CRAB CREEK AT ROCKY FORD ROAD NEAR RITZVILLE, WA",1994,9,9/13/1994 0:00,256,targeted riffle,multi,,,USGS_212,UpColYak_117079,25.36,annual,24.4,25.36,18.27,UpColYak,Columbia Plateau,CP,10a,Channeled Scablands,0.298906,1141.47,528.0031961,701.2069665,0.741676565,0.258111973,1.694915254,0.327288496,3.87409201,67.96396752,0,2.149018371,0.958878549,0.920562656,9.170906122,8.204170464,297.9001255,359.4259482
Y,CAL,USGS,USGS,BDB-000031948_1,46.94627921,-120.4502527,USGS_172,"PARK CREEK AT S. FERGUSON ROAD NR ELLENSBURG, WA",2000,9,9/18/2000 0:00,262,targeted riffle,multi,,,USGS_172,UpColYak_113099,20.68,annual,20.68,20.68,16.36,UpColYak,Columbia Plateau,CP,10e,Pleistocene Lake Basins,0.659633,175.7043,520.4050538,776.1809067,0.171205959,0.49983846,4.178166936,0.776531935,72.40887028,13.07093793,0,1.818908245,2.066343473,1.62153894,9.187629005,8.114139178,226.1463487,320.6295046
Y,NOT_CALVAL,USGS,USGS,BDB-000031949_1,46.95222084,-120.4526723,USGS_170,"CARIBOU CREEK AT S FERGUSON ROAD NR ELLENSBURG, WA",2000,9,9/20/2000 0:00,264,targeted riffle,multi,,,USGS_170,UpColYak_113561,20.84,annual,20.84,20.84,16.48,UpColYak,Columbia Plateau,CP,10e,Pleistocene Lake Basins,6.23E-01,101.7783,474.1884291,882.9029063,0.171859648,0.432014573,3.655133929,1.128334822,84.54241071,23.65523889,0,8.122065313,1.998127719,1.219728302,9.407279043,7.498257119,215.4749188,443.6651256
Y,CAL,USGS,USGS,BDB-000031950_1,46.98510233,-120.342433,USGS_178,PARK CREEK AT PARK CREEK ROAD,2000,9,9/20/2000 0:00,264,targeted riffle,single,,,,UpColYak_113297,20.05,annual,20.06,20.05,15.5,UpColYak,Columbia Plateau,CP,10e,Pleistocene Lake Basins,1.796383,79.5636,597.2196264,871.1187616,0.436293497,0.530550903,0.287356322,0.081444279,18.5704023,10.87733587,0,3.974933261,1.55024249,1.428856814,8.812320322,7.678292746,243.1917288,389.9983325
Y,CAL,USGS,USGS,BDB-000031951_1,46.90762726,-120.3608969,USGS_177,BADGER CREEK UPSTREAM OF WIPPLE WASTEWAY,2000,9,9/21/2000 0:00,265,targeted riffle,single,,,,UpColYak_111499,20.81,annual,20.81,20.81,15.79,UpColYak,Columbia Plateau,CP,10e,Pleistocene Lake Basins,1.153206,78.7662,655.3861691,720.066969,0.269731617,0.359976953,0.1799275,0.087981901,53.78244648,31.95114148,0,0,1.780657277,1.368443876,8.633744727,8.392383157,243.9329732,259.0583986
Y,NOT_CALVAL,USGS,USGS,BDB-000031952_1,46.8573485,-120.4972898,USGS_165,"UMTANUM CREEK NEAR MOUTH AT UMTANUM, WA",2000,9,9/22/2000 0:00,266,targeted riffle,multi,,,USGS_165,UpColYak_111381,23.24,annual,23.25,23.24,17.12,UpColYak,Columbia Plateau,CP,10g,Yakima Folds,1.909401,134.442,617.3823463,878.5611559,0.859330586,0.859255668,0,0.006694337,0,0,3.593073593,14.37274066,0.428805575,0.795875589,8.76589263,7.601440476,336.4061906,545.3828509
Y,NOT_CALVAL,USGS,USGS,BDB-000031953_1,46.25735555,-119.7114207,USGS_194,"SPRING CREEK AT MCCREADIE RD NEAR PROSSER, WA",2000,9,9/23/2000 0:00,267,targeted riffle,multi,,,USGS_194,UpColYak_101736,25.17,annual,25.17,25.17,20.04,UpColYak,Columbia Plateau,CP,10e,Pleistocene Lake Basins,1.714326,88.5132,293.2416498,554.5964289,0.166623502,0.307990357,2.237040224,0.631431244,87.63174876,36.92601781,0,0,1.330565732,1.340635368,11.08543517,9.875356313,222.7940266,245.2932585
Y,CAL,USGS,USGS,BDB-000031957_1,46.31095894,-120.788125,USGS_160,"TOPPENISH CREEK NEAR FORT SIMCOE, WA",2000,9,9/26/2000 0:00,270,targeted riffle,single,,,,UpColYak_102918,22.96,annual,22.96,22.96,17.89,UpColYak,Columbia Plateau,CP,10g,Yakima Folds,0.001,315.5022,415.4305618,1080.665099,0.448501447,0.873057084,8.146067416,5.433052448,5.617977528,0.032804843,5.617977528,49.99001592,1.135834539,1.716201262,9.800592597,6.73066599,297.3137262,741.1086193
Y,CAL,USGS,USGS,BDB-000032473_1,46.52958009,-120.7669657,USGS_161,AHTANUM CREEK BELOW BACHELOR CREEK,2000,9,9/26/2000 0:00,270,targeted riffle,single,,,,UpColYak_106037,24.5,annual,24.5,24.5,17.39,UpColYak,Columbia Plateau,CP,10e,Pleistocene Lake Basins,0.963636,316.0593,654.9036209,1244.035914,0.818223333,0.775395326,0,2.395373273,0.690250216,2.783781398,0.488927236,41.35293598,1.576902625,1.49325626,8.745845767,5.898798151,378.8623014,756.7205866
Y,CAL,USGS,USGS,BDB-000032474_1,46.19449075,-119.8514027,USGS_190,JD 51.4 AT YAKIMA RIVER,2000,9,9/27/2000 0:00,271,targeted riffle,single,,,,UpColYak_101537,24.17,annual,24.17,24.17,19.72,UpColYak,Columbia Plateau,CP,10e,Pleistocene Lake Basins,1.068379,6.8319,238.8818402,249.7613964,0.172154273,0.153367955,2.941176471,5.414306415,58.20747218,64.99802398,0,0,3.068725702,3.605124625,11.41403959,11.33876816,215.457608,215.8765933
Y,CAL,USGS,USGS,BDB-000032479_1,46.21235518,-119.7789226,USGS_191,"JOINT DRAIN 528 AT WAMBA ROAD AT PROSSER, WA",2000,9,9/27/2000 0:00,271,targeted riffle,single,,,,UpColYak_101864,24.26,annual,24.27,24.26,19.59,UpColYak,Columbia Plateau,CP,10e,Pleistocene Lake Basins,1.265314,14.2209,260.068449,286.82729,0.160984302,0.145967227,10.22140645,7.043857984,60.25008604,71.58407696,0,0,3.764656182,3.345207125,11.29626365,11.09476758,219.5585896,220.6490713
Y,CAL,USGS,USGS,BDB-000032480_1,46.53596038,-120.4733968,USGS_168,"AHTANUM CREEK AT UNION GAP, WA",2000,9,9/27/2000 0:00,271,targeted riffle,multi,,,USGS_168,UpColYak_106149,24.08,annual,24.08,24.08,18.74,UpColYak,Columbia Plateau,CP,10e,Pleistocene Lake Basins,0.375027,430.0803,364.458669,1037.170734,0.336590171,0.491047031,9.168510907,2.693217987,24.56528612,15.97076174,0,30.39318471,2.50366457,1.550731261,10.29351376,6.906453476,221.2283476,628.0192012
Y,CAL,USGS,USGS,BDB-000032481_1,46.54818162,-120.5924281,USGS_164,AHTANUM CREEK AT 62ND AVENUE,2000,9,9/27/2000 0:00,271,targeted riffle,single,,,,UpColYak_106052,25.41,annual,25.42,25.41,18.63,UpColYak,Columbia Plateau,CP,10e,Pleistocene Lake Basins,0.961538,359.5653,473.532079,1157.347772,0.258575777,0.609338017,0.386063121,2.115554532,55.19737477,7.390674239,0,36.35214522,1.02847156,1.413515746,9.7248362,6.326040001,263.3169601,699.9229807
Y,VAL,USGS,USGS,BDB-000032482_1,46.23374452,-119.678086,USGS_196,"SNIPES CREEK AT MOUTH AT WHITSTRAN, WA",2000,9,9/28/2000 0:00,272,targeted riffle,single,,,,UpColYak_101590,26.16,annual,26.16,26.16,20.63,UpColYak,Columbia Plateau,CP,10e,Pleistocene Lake Basins,1.910228,89.1612,226.9656094,573.8461006,0.240495318,0.265269765,4.313205043,0.425970041,42.66755143,53.66213106,0,0,2.744352391,1.400401696,11.49656326,9.879095615,217.7053018,251.8753412
Y,NOT_CALVAL,USGS,USGS,BDB-000032483_1,46.25466401,-119.6747111,USGS_197,"SNIPES CREEK AT MCCREADIE ROAD NR WHITSRAN, WA",2000,9,9/28/2000 0:00,272,targeted riffle,multi,,,USGS_197,UpColYak_101588,25.91,annual,25.91,25.91,20.46,UpColYak,Columbia Plateau,CP,10e,Pleistocene Lake Basins,1.910228,89.1612,226.9656094,573.8461006,0.240495318,0.265269765,4.313205043,0.425970041,42.66755143,53.66213106,0,0,2.744352391,1.400401696,11.49656326,9.879095615,217.7053018,251.8753412
Y,CAL,USGS,USGS,BDB-000032484_1,46.23318896,-119.6783638,USGS_195,"SPRING CREEK AT MOUTH AT WHITSTRAN, WA",2000,9,9/28/2000 0:00,272,targeted riffle,single,,,,UpColYak_101590,26.16,annual,26.16,26.16,20.63,UpColYak,Columbia Plateau,CP,10e,Pleistocene Lake Basins,1.910228,89.1612,226.9656094,573.8461006,0.240495318,0.265269765,4.313205043,0.425970041,42.66755143,53.66213106,0,0,2.744352391,1.400401696,11.49656326,9.879095615,217.7053018,251.8753412
Y,CAL,USGS,USGS,BDB-000032486_1,46.27263326,-119.7391996,USGS_193,"SPRING CREEK AT HANKS RD NEAR PROSSER, WA",2000,9,9/28/2000 0:00,272,targeted riffle,single,,,,UpColYak_101800,24.97,annual,24.97,24.97,19.73,UpColYak,Columbia Plateau,CP,10g,Yakima Folds,1.268678,74.943,315.1538928,589.7026478,0.154390076,0.313531943,0.910010111,0.278611745,91.60768453,30.6436892,0,0,1.631844362,1.251081351,10.93204163,9.729452625,224.6667009,248.4450786
Y,CAL,USGS,USGS,BDB-000032487_1,46.24985094,-120.3789449,USGS_176,"SATUS CREEK BELOW DRY CREEK NEAR TOPPENISH, WA",2000,9,9/29/2000 0:00,273,targeted riffle,single,,,,UpColYak_101899,24.58,annual,24.58,24.58,18.98,UpColYak,Columbia Plateau,CP,10g,Yakima Folds,0.392268,1136.1681,382.8622265,860.7612818,0.734776921,0.780033088,0,2.22186312,0,0.077312503,1.146214602,21.76853936,1.136816301,1.023232101,10.38883583,8.060516399,238.380349,525.6184604
Y,NOT_CALVAL,USGS,USGS,BDB-000033291_1,44.95567759,-122.6284199,USGS_059,"LITTLE ABIQUA CREEK NEAR SCOTTS MILLS, OR",1993,8,8/9/1993 0:00,221,targeted riffle,multi,,,USGS_059,ORCoast_211234,17.02,annual,18.97,17.02,14.09,ORCoast,Cascades,CA,4a,Western Cascades Lowlands and Valleys,3.246323,25.3368,332.1238921,560.9023064,0.629072523,0.8250277,0,0.021312873,3.516998828,0.106564365,39.97655334,62.9759875,0.176000896,1.149946348,10.38373944,9.39342816,1603.034691,1958.586497
Y,NOT_CALVAL,USGS,USGS,BDB-000033294_1,45.64344428,-123.3703935,USGS_004,"GALES CREEK NEAR GLENWOOD, OR",1993,8,8/19/1993 0:00,231,targeted riffle,multi,,,USGS_004,ORCoast_218322,13.78,annual,15.73,13.78,12.46,ORCoast,Coast Range,CR,1d,Volcanics,3.140169,19.1952,478.1756616,604.6759162,0.882579671,0.884592627,0.097143967,1.78E-01,0,0,87.35185545,72.53375844,1.682703173,1.188021117,9.305092036,8.897119538,1939.031406,2106.389087
Y,NOT_CALVAL,USGS,USGS,BDB-000033295_1,45.40345202,-122.7548185,USGS_051,"FANNO CREEK AT DURHAM, OR",1993,8,8/17/1993 0:00,229,targeted riffle,multi,,,USGS_051,ORCoast_216235,21.22,annual,23.17,21.22,19.46,ORCoast,Willamette Valley,WV,3c,Prairie Terraces,2.08E-01,82.1421,55.86962647,100.0494265,0.48842892,0.402217598,81.02454642,80.21453067,0,0.406490703,4.866595518,8.178023206,9.305479718,10.69095432,11.97019245,11.68374398,1044.815897,1050.134836
Y,CAL,USGS,USGS,BDB-000033298_1,45.0628983,-122.8303702,USGS_044,"PUDDING RIVER NEAR MOUNT ANGEL, OREG.",1994,7,7/29/1994 0:00,210,targeted riffle,single,,,,ORCoast_212523,26.34,annual,25.85,26.34,19.97,ORCoast,Willamette Valley,WV,3c,Prairie Terraces,0.024634,524.1159,48.91321713,378.946528,0.214372387,0.289750132,4.008964143,2.490765878,76.41932271,38.14160189,2.888446215,33.42674779,1.211735675,1.832536794,11.79605638,10.27405916,1096.651691,1600.345552
Y,NOT_CALVAL,USGS,USGS,BDB-000033299_1,45.10039816,-122.8217596,USGS_045,"ZOLLNER CREEK NEAR MT ANGEL, OR",1994,7,7/28/1994 0:00,209,targeted riffle,multi,,,USGS_045,ORCoast_213002,22.52,annual,22.03,22.52,18.03,ORCoast,Willamette Valley,WV,3c,Prairie Terraces,0.23589,40.6125,50.99809662,72.22409884,0.185364113,0.157469729,6.473429952,5.017174515,82.36714976,87.83379501,2.608695652,1.737396122,2.675341792,1.912082996,11.83824453,11.75655077,1070.812228,1114.258815
Y,CAL,USGS,USGS,BDB-000033300_1,44.21845644,-123.2873177,USGS_006,"BEAR C AT TERRITORIAL HWY NR JUNCTION CITY, OR",1994,7,7/26/1994 0:00,207,targeted riffle,single,,,,ORCoast_204846,24.48,annual,23.99,24.48,18.98,ORCoast,Willamette Valley,WV,3c,Prairie Terraces,0.092301,75.3525,102.5345067,188.0015213,0.167992154,0.375040707,4.053121766,1.900268737,88.39254915,29.69363989,0,34.28247238,2.069561041,2.447017028,11.41449358,11.36553587,1103.632383,1236.177815
Y,CAL,USGS,USGS,BDB-000033301_1,44.24151284,-123.0978674,USGS_019,"MUDDY C AT WEATHERFORD LN NR HARRISBURG, OR",1994,7,7/27/1994 0:00,208,targeted riffle,single,,,,ORCoast_204906,24.19,annual,23.7,24.19,19.02,ORCoast,Willamette Valley,WV,3c,Prairie Terraces,0.080756,78.8625,103.3486442,253.9795238,0.187588071,0.318331098,2.886721083,6.043937233,89.05036831,44.57061341,0.716703165,31.61883024,0.901415934,1.561445852,11.38459127,11.11997678,1106.552488,1320.146364
Y,CAL,USGS,USGS,BDB-000033302_1,44.24734527,-123.2870402,USGS_007,FERGUSON C AT TERRITORIAL HWY NR JUNCTION CITY OR,1994,7,7/26/1994 0:00,207,targeted riffle,single,,,,ORCoast_205200,23.55,annual,23.06,23.55,18.11,ORCoast,Willamette Valley,WV,3c,Prairie Terraces,0.374449,64.3671,108.3852256,204.5873841,0.220719603,0.39023261,2.32998518,1.110194494,76.74131401,31.43500329,7.928536144,39.09310813,1.440022896,1.363460089,11.40467259,11.29555106,1112.742706,1267.840006
Y,CAL,USGS,USGS,BDB-000033303_1,44.26345577,-123.3914878,USGS_002,"FERGUSON C AT FERGUSON RD NR JUNCTION CITY, OR",1994,7,7/25/1994 0:00,206,targeted riffle,single,,,,ORCoast_205474,21.83,annual,21.34,21.83,16.58,ORCoast,Willamette Valley,WV,3d,Valley Foothills,2.45131,16.6932,293.3350464,293.3350464,0.748020761,0.748020761,0.070088419,0.070088419,4.19452232,4.19452232,67.35497089,67.35497089,1.245394535,1.245394535,11.18645112,11.18645112,1396.023344,1396.023344
Y,CAL,USGS,USGS,BDB-000033304_1,44.35178991,-123.1425928,USGS_016,"MUDDY C AT NIXON RD NR HALSEY, OR",1994,7,7/26/1994 0:00,207,targeted riffle,single,,,,ORCoast_204929,25.48,annual,24.99,25.48,20.64,ORCoast,Willamette Valley,WV,3c,Prairie Terraces,0.06628,119.4147,93.19138025,201.881498,0.177096809,0.250534604,3.280036171,5.398581582,90.87919767,60.61288937,0.189074767,20.91601788,1.272255713,1.470129093,11.40410244,11.21227964,1095.561297,1248.068888
Y,CAL,USGS,USGS,BDB-000033305_1,44.3520677,-123.1412039,USGS_017,"LITTLE MUDDY C AT NIXON RD NR HALSEY, OR",1994,7,7/26/1994 0:00,207,targeted riffle,single,,,,ORCoast_205693,27.57,annual,27.08,27.57,20.37,ORCoast,Willamette Valley,WV,3c,Prairie Terraces,0.094699,157.1175,93.53848398,225.823519,0.184667486,0.254417424,3.469419038,1.563224975,92.52465382,61.6628956,0,20.33624517,1.035524823,1.056437442,11.41537707,11.08390712,1092.891501,1322.131785
Y,CAL,USGS,USGS,BDB-000033307_1,44.52706653,-123.2037084,USGS_014,"MUDDY CREEK NEAR PEORIA, OR",1994,7,7/27/1994 0:00,208,targeted riffle,single,,,,ORCoast_206633,25.61,annual,25.12,25.61,21.17,ORCoast,Willamette Valley,WV,3c,Prairie Terraces,0.042421,380.808,75.35707383,178.6970071,0.190419811,0.213074607,3.751427651,3.73E+00,88.19808475,68.77883343,1.074764987,15.04797693,1.496932539,1.364442084,11.49764276,11.2281413,1061.552584,1229.685993
Y,CAL,USGS,USGS,BDB-000033308_1,44.6670649,-123.2778773,USGS_009,"SOAP C NR CORVALLIS, OR",1994,7,7/27/1994 0:00,208,targeted riffle,single,,,,ORCoast_208737,21.57,annual,21.08,21.57,17.09,ORCoast,Willamette Valley,WV,3d,Valley Foothills,0.7185,26.5275,195.6906743,271.5640648,0.527894107,0.80066556,0,0,11.43322476,1.849024597,57.62214984,70.09329941,1.945173926,2.615290552,11.05938763,10.86833355,1388.267232,1557.841176
