TaxaID_v2,OTU,OTU_high.res,OTU_low.res,OTU_med.res,OTU_comment,nOcc,WAopt,Flag,ThermPref_JS3,ThermHiLo_JS,Therm_SH2,Therm_TITAN,WAtol,CurveShape,WA_MinusTol,WA_PlusTol,GAM,ValueProb10_min,ValueProb10_max,ValueProb20_min,ValueProb20_max,WA_Rank,GAM_Rank,Ubiquitous,Comment,RAW_DATA_OCCUR,RAI_TAXON,Taxon_Group,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species
Aturus,Trombidiformes,666,Trombidiformes,666,,2325,17.90453651,,eurythermal,,eurythermal - use?,,3.733964166,*Unimodal,14.17057235,21.63850068,14,3.8,30.8,3.8,30.8,358,209,1,,12,Aturus,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Aturidae,,,,Aturus,,,,,
Eylais,Trombidiformes,666,Trombidiformes,666,,2325,17.90453651,,eurythermal,,eurythermal - use?,,3.733964166,*Unimodal,14.17057235,21.63850068,14,3.8,30.8,3.8,30.8,358,209,1,,2,Eylais,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Eylaidae,,,,Eylais,,,,,
Feltria,Trombidiformes,666,Trombidiformes,666,,2325,17.90453651,,eurythermal,,eurythermal - use?,,3.733964166,*Unimodal,14.17057235,21.63850068,14,3.8,30.8,3.8,30.8,358,209,1,,2,Feltria,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Feltriidae,,,,Feltria,,,,,
Hydrachna,Trombidiformes,666,Trombidiformes,666,,2325,17.90453651,,eurythermal,,eurythermal - use?,,3.733964166,*Unimodal,14.17057235,21.63850068,14,3.8,30.8,3.8,30.8,358,209,1,,4,Hydrachna,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydrachnidae,,,,Hydrachna,,,,,
Hydrodroma,Trombidiformes,666,Trombidiformes,666,,2325,17.90453651,,eurythermal,,eurythermal - use?,,3.733964166,*Unimodal,14.17057235,21.63850068,14,3.8,30.8,3.8,30.8,358,209,1,,12,Hydrodroma,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydrodromidae,,,,Hydrodroma,,,,,
Hydrovolzia,Trombidiformes,666,Trombidiformes,666,,2325,17.90453651,,eurythermal,,eurythermal - use?,,3.733964166,*Unimodal,14.17057235,21.63850068,14,3.8,30.8,3.8,30.8,358,209,1,,15,Hydrovolzia,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydrovolziidae,,,,Hydrovolzia,,,,,
Hydrovolziidae,Trombidiformes,666,Trombidiformes,666,,2325,17.90453651,,eurythermal,,eurythermal - use?,,3.733964166,*Unimodal,14.17057235,21.63850068,14,3.8,30.8,3.8,30.8,358,209,1,,1,Hydrovolziidae,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydrovolziidae,,,,,,,,,
Albertathyas,Pionidae,Pionidae,Trombidiformes,Pionidae,,36,24.94724837,LowProbOcc,warm,hot,hot?,,5.160845475,*Increaser,19.78640289,30.10809384,30.8,NA,NA,NA,NA,839,780,0,,3,Albertathyas montana,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,Albertathyas,,,,,
Hydryphantes,Hydryphantidae,666,Trombidiformes,Hydryphantidae,almost the same,717,15.33989311,,cold,,core cold/cool - eurythermal?,,2.994180966,Unimodal/Decreaser,12.34571215,18.33407408,13,3.8,21.3,8.1,17,134,184.5,0,,1,Hydryphantes,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,Hydryphantes,,,,,
Panisopsis,Hydryphantidae,666,Trombidiformes,Hydryphantidae,almost the same,717,15.33989311,,cold,,core cold/cool - eurythermal?,,2.994180966,Unimodal/Decreaser,12.34571215,18.33407408,13,3.8,21.3,8.1,17,134,184.5,0,,2,Panisopsis,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,Panisopsis,,,,,
Panisus,Hydryphantidae,666,Trombidiformes,Hydryphantidae,almost the same,717,15.33989311,,cold,,core cold/cool - eurythermal?,,2.994180966,Unimodal/Decreaser,12.34571215,18.33407408,13,3.8,21.3,8.1,17,134,184.5,0,,1,Panisus,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,Panisus,,,,,
Protzia,Protzia,Protzia,Trombidiformes,Hydryphantidae,,632,15.25130385,,cold,,core cold/cool - eurythermal?,,2.963960122,*Unimodal,12.28734373,18.21526397,12.8,7.5,21,9.8,16.2,124,180,0,,632,Protzia,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,Protzia,,,,,
Tartarothyas,Hydryphantidae,666,Trombidiformes,Hydryphantidae,almost the same,717,15.33989311,,cold,,core cold/cool - eurythermal?,,2.994180966,Unimodal/Decreaser,12.34571215,18.33407408,13,3.8,21.3,8.1,17,134,184.5,0,,2,Tartarothyas,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,Tartarothyas,,,,,
Thyopsella,Hydryphantidae,666,Trombidiformes,Hydryphantidae,almost the same,717,15.33989311,,cold,,core cold/cool - eurythermal?,,2.994180966,Unimodal/Decreaser,12.34571215,18.33407408,13,3.8,21.3,8.1,17,134,184.5,0,,8,Thyopsella,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,Thyopsella,,,,,
Thyopsis,Hydryphantidae,666,Trombidiformes,Hydryphantidae,almost the same,717,15.33989311,,cold,,core cold/cool - eurythermal?,,2.994180966,Unimodal/Decreaser,12.34571215,18.33407408,13,3.8,21.3,8.1,17,134,184.5,0,,4,Thyopsis,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,Thyopsis,,,,,
Hydryphantidae,Hydryphantidae,666,Trombidiformes,Hydryphantidae,almost the same,717,15.33989311,,cold,,core cold/cool - eurythermal?,,2.994180966,Unimodal/Decreaser,12.34571215,18.33407408,13,3.8,21.3,8.1,17,134,184.5,0,,64,Hydryphantidae,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,,,,,,
Mesobates,Hygrobatidae,666,Trombidiformes,Hygrobatidae,lower optima than genera suggests more taxa involved?,946,18.87861085,,eurythermal,,eurythermal?,,3.410921482,*Increaser,15.46768937,22.28953233,30.8,3.8,30.8,14.2,30.8,469,780,0,,15,Mesobates,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hygrobatidae,Hygrobatinae,,,Mesobates,,,,,
Atractides,Atractides,Atractides,Trombidiformes,Hygrobatidae,,434,19.16376962,,cool,,cool - eurythermal?,,3.170739757,*Unimodal,15.99302987,22.33450938,21,15.5,26.7,NA,NA,491,501,0,,434,Atractides,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hygrobatidae,,,,Atractides,,,,,
Corticacarus,Hygrobatidae,666,Trombidiformes,Hygrobatidae,lower optima than genera suggests more taxa involved?,946,18.87861085,,eurythermal,,eurythermal?,,3.410921482,*Increaser,15.46768937,22.28953233,30.8,3.8,30.8,14.2,30.8,469,780,0,,1,Corticacarus,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hygrobatidae,,,,Coticacarus,,,,,
Hygrobates,Hygrobates,Hygrobates,Trombidiformes,Hygrobatidae,,492,19.20295906,,cool,,cool/warm,,3.220018076,*Increaser,15.98294098,22.42297714,30.8,16,30.8,23.4,30.8,498,780,0,,492,Hygrobates,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hygrobatidae,,,,Hygrobates,,,,,
Hygrobatidae,Hygrobatidae,666,Trombidiformes,Hygrobatidae,lower optima than genera suggests more taxa involved?,946,18.87861085,,eurythermal,,eurythermal?,,3.410921482,*Increaser,15.46768937,22.28953233,30.8,3.8,30.8,14.2,30.8,469,780,0,,190,Hygrobatidae,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hygrobatidae,,,,,,,,,
Estelloxus,Estelloxus,Estelloxus,Trombidiformes,Lebertiidae,,64,15.30234351,LowProbOcc,core cold,,core cold,,2.181744312,*Unimodal,13.12059919,17.48408782,14,NA,NA,NA,NA,130,209,0,,64,Estelloxus,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Lebertiidae,,,,Estelloxus,,,,,
Lebertia,Lebertia,Lebertia,Trombidiformes,Lebertiidae,,1368,18.38224593,,eurythermal,,eurythermal,,3.436318626,*Unimodal,14.94592731,21.81856456,15.2,4.9,30.8,8.3,30.8,415,248,0,,1368,Lebertia,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Lebertiidae,,,,Lebertia,,,,,
Lebertiidae,Lebertiidae,666,Trombidiformes,Lebertiidae,,1451,18.20735724,,eurythermal,,eurythermal,,3.506965125,*Unimodal,14.70039212,21.71432237,14.9,3.8,30.8,4.2,30.8,392,238,0,,67,Lebertiidae,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Lebertiidae,,,,,,,,,
Limnesia,Limnesia,Limnesia,Trombidiformes,Limnesiidae,,125,21.50728551,,warm,,warm +,,3.813806193,*Increaser,17.69347932,25.3210917,30.8,26.5,30.8,28.8,30.8,698,780,0,,125,Limnesia,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Limnesiidae,,,,Limnesia,,,,,
Limnesiidae,Limnesiidae,666,Trombidiformes,Limnesiidae,,131,21.37966007,,warm,,warm +,,3.690970002,*Increaser,17.68869006,25.07063007,30.8,26.4,30.8,28.8,30.8,692,780,0,,6,Limnesiidae,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Limnesiidae,,,,,,,,,
Limnochares,Trombidiformes,666,Trombidiformes,666,,2325,17.90453651,,eurythermal,,eurythermal - use?,,3.733964166,*Unimodal,14.17057235,21.63850068,14,3.8,30.8,3.8,30.8,358,209,1,,12,Limnochares,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Limnocharidae,,,,Limnochares,,,,,
Midea,Trombidiformes,666,Trombidiformes,666,,2325,17.90453651,,eurythermal,,eurythermal - use?,,3.733964166,*Unimodal,14.17057235,21.63850068,14,3.8,30.8,3.8,30.8,358,209,1,,1,Midea,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Mideidae,,,,Midea,,,,,
Mideopsis,Mideopsis,Mideopsis,Trombidiformes,Mideopsidae,,311,18.91171998,,cool,,eurythermal,,3.298923943,*Increaser,15.61279604,22.21064393,30.8,24.1,30.8,NA,NA,473,780,0,,311,Mideopsis,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Mideopsidae,,,,Mideopsis,,,,,
Xystonotus,Mideopsidae,666,Trombidiformes,Mideopsidae,almost all info in a single genera--just keep there or roll up to family for a few more records?,322,18.83335913,,cool,,eurythermal,,3.279457786,*Increaser,15.55390134,22.11281691,30.8,24.1,30.8,NA,NA,466,780,0,,6,Xystonotus,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Mideopsidae,,,,Xystonotus,,,,,
Mideopsidae,Mideopsidae,666,Trombidiformes,Mideopsidae,almost all info in a single genera--just keep there or roll up to family for a few more records?,322,18.83335913,,cool,,eurythermal,,3.279457786,*Increaser,15.55390134,22.11281691,30.8,24.1,30.8,NA,NA,466,780,0,,6,Mideopsidae,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Mideopsidae,,,,,,,,,
Stygomomonia,Trombidiformes,666,Trombidiformes,666,,2325,17.90453651,,eurythermal,,eurythermal - use?,,3.733964166,*Unimodal,14.17057235,21.63850068,14,3.8,30.8,3.8,30.8,358,209,1,,3,Stygomomonia,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Momoniidae,,,,Stygomomonia,,,,,
Momoniidae,LOW_NA,666,666,666,,,,,,,,,,,,,,,,,,,,,,,Momoniidae,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Momoniidae,,,,,,,,,
Nautarachna,Nautarachna,Nautarachna,Trombidiformes,Nautarachna,,44,17.33074979,LowProbOcc,cold,,cold,,1.806466247,Flat,15.52428354,19.13721604,16.7,NA,NA,NA,NA,287,305.5,0,,44,Nautarachna,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Nautarachnidae,,,,Nautarachna,,,,,
Nautarachnidae,Nautarachna,Nautarachna,Trombidiformes,Nautarachna,,44,17.33074979,LowProbOcc,cold,,cold,,1.806466247,Flat,15.52428354,19.13721604,16.7,NA,NA,NA,NA,287,305.5,0,,1,Nautarachnidae,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Nautarachnidae,,,,,,,,,
Volsellacarus,Trombidiformes,666,Trombidiformes,666,,2325,17.90453651,,eurythermal,,eurythermal - use?,,3.733964166,*Unimodal,14.17057235,21.63850068,14,3.8,30.8,3.8,30.8,358,209,1,,1,Volsellacarus,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Neoacaridae,,,,Volsellacarus,,,,,
Frontipoda,Oxidae,666,Trombidiformes,Oxidae,,52,17.08597441,LowProbOcc,cold,,cold,,3.532933476,*Decreaser,13.55304094,20.61890789,3.8,NA,NA,NA,NA,264,51.5,0,,3,Frontipoda,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Oxidae,,,,Frontipoda,,,,,
Oxus,Oxus,Oxus,Trombidiformes,Oxidae,,46,16.6571365,LowProbOcc,cold,,cold,,3.333911241,Flat,13.32322526,19.99104774,9.4,NA,NA,NA,NA,229,118,0,,46,Oxus,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Oxidae,,,,Oxus,,,,,
Oxidae,Oxidae,666,Trombidiformes,Oxidae,,52,17.08597441,LowProbOcc,cold,,cold,,3.532933476,*Decreaser,13.55304094,20.61890789,3.8,NA,NA,NA,NA,264,51.5,0,,3,Oxidae,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Oxidae,,,,,,,,,
Gereckea,Pionidae,Pionidae,Trombidiformes,Pionidae,,36,24.94724837,LowProbOcc,warm,hot,hot?,,5.160845475,*Increaser,19.78640289,30.10809384,30.8,NA,NA,NA,NA,839,780,0,,2,Gereckea,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Pionidae,Huitfeldtiinae,,,Gereckea,,,,,
Forelia,Pionidae,Pionidae,Trombidiformes,Pionidae,,36,24.94724837,LowProbOcc,warm,hot,hot?,,5.160845475,*Increaser,19.78640289,30.10809384,30.8,NA,NA,NA,NA,839,780,0,,4,Forelia,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Pionidae,,,,Forelia,,,,,
Najadicola,Pionidae,Pionidae,Trombidiformes,Pionidae,,36,24.94724837,LowProbOcc,warm,hot,hot?,,5.160845475,*Increaser,19.78640289,30.10809384,30.8,NA,NA,NA,NA,839,780,0,,1,Najadicola,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Pionidae,,,,Najadicola,,,,,
Piona,Pionidae,Pionidae,Trombidiformes,Pionidae,,36,24.94724837,LowProbOcc,warm,hot,hot?,,5.160845475,*Increaser,19.78640289,30.10809384,30.8,NA,NA,NA,NA,839,780,0,,20,Piona,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Pionidae,,,,Piona,,,,,
Pionacercus,Pionidae,Pionidae,Trombidiformes,Pionidae,,36,24.94724837,LowProbOcc,warm,hot,hot?,,5.160845475,*Increaser,19.78640289,30.10809384,30.8,NA,NA,NA,NA,839,780,0,,1,Pionacercus,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Pionidae,,,,Pionacercus,,,,,
Pseudofeltria,Pionidae,Pionidae,Trombidiformes,Pionidae,,36,24.94724837,LowProbOcc,warm,hot,hot?,,5.160845475,*Increaser,19.78640289,30.10809384,30.8,NA,NA,NA,NA,839,780,0,,3,Pseudofeltria,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Pionidae,,,,Pseudofeltria,,,,,
Pionidae,Pionidae,Pionidae,Trombidiformes,Pionidae,,36,24.94724837,LowProbOcc,warm,hot,hot?,,5.160845475,*Increaser,19.78640289,30.10809384,30.8,NA,NA,NA,NA,839,780,0,,8,Pionidae,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Pionidae,,,,,,,,,
Partnunia,Trombidiformes,666,Trombidiformes,666,,2325,17.90453651,,eurythermal,,eurythermal - use?,,3.733964166,*Unimodal,14.17057235,21.63850068,14,3.8,30.8,3.8,30.8,358,209,1,,1,Partnunia,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Protziidae,,,,Partnunia,,,,,
Wandesia,Wandesia,Wandesia,Trombidiformes,Wandesia,,107,14.20171866,LowProbOcc,cold,,core cold ?,,3.325786153,*Unimodal,10.8759325,17.52750481,10.4,NA,NA,NA,NA,68.5,128,0,,107,Wandesia,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Protziidae,,,,Wandesia,,,,,
Sperchon,Sperchon,Sperchon,Trombidiformes,Sperchontidae,,1072,18.25534213,,eurythermal,,eurythermal,,3.878131511,*Unimodal,14.37721062,22.13347364,12.3,5.7,30.8,8.4,28.9,398,163.5,0,,1072,Sperchon,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Sperchontidae,,,,Sperchon,,,,,
Sperchonopsis,Sperchonopsis,Sperchonopsis,Trombidiformes,Sperchontidae,,522,17.46683571,,eurythermal,,cold?,,3.390065423,*Unimodal,14.07677029,20.85690113,16,10.8,23.1,NA,NA,306,274,0,,522,Sperchonopsis,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Sperchontidae,,,,Sperchonopsis,,,,,
Sperchontidae,Sperchontidae,666,Trombidiformes,Sperchontidae,,1471,17.86389704,,eurythermal,,eurythermal,,3.893932604,*Unimodal,13.96996443,21.75782964,12.7,3.8,30.8,3.8,29.3,350,175.5,0,,150,Sperchontidae,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Sperchontidae,,,,,,,,,
Stygothrombium,Trombidiformes,666,Trombidiformes,666,,2325,17.90453651,,eurythermal,,eurythermal - use?,,3.733964166,*Unimodal,14.17057235,21.63850068,14,3.8,30.8,3.8,30.8,358,209,1,,7,Stygothrombium,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Stygothrombiidae,,,,Stygothrombium,,,,,
Stygothrombiidae,Trombidiformes,666,Trombidiformes,666,,2325,17.90453651,,eurythermal,,eurythermal - use?,,3.733964166,*Unimodal,14.17057235,21.63850068,14,3.8,30.8,3.8,30.8,358,209,1,,2,Stygothrombiidae,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Stygothrombiidae,,,,,,,,,
Parathyas,Hydryphantidae,666,Trombidiformes,Hydryphantidae,almost the same,717,15.33989311,,cold,,core cold/cool - eurythermal?,,2.994180966,Unimodal/Decreaser,12.34571215,18.33407408,13,3.8,21.3,8.1,17,134,184.5,0,,1,Parathyas,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Thyasidae,,,,Parathyas,,,,,
Thyas,Hydryphantidae,666,Trombidiformes,Hydryphantidae,almost the same,717,15.33989311,,cold,,core cold/cool - eurythermal?,,2.994180966,Unimodal/Decreaser,12.34571215,18.33407408,13,3.8,21.3,8.1,17,134,184.5,0,,2,Thyas,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Thyasidae,,,,Thyas,,,,,
Thyasidae,Hydryphantidae,666,Trombidiformes,Hydryphantidae,almost the same,717,15.33989311,,cold,,core cold/cool - eurythermal?,,2.994180966,Unimodal/Decreaser,12.34571215,18.33407408,13,3.8,21.3,8.1,17,134,184.5,0,,2,Thyasidae,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Thyasidae,,,,,,,,,
Monatractides,Monatractides,Monatractides,Trombidiformes,Torrenticolidae,,173,17.49048809,LowProbOcc,cold,,cold/cool,,2.957518524,*Unimodal,14.53296956,20.44800661,15.9,NA,NA,NA,NA,308,268.5,0,,173,Monatractides,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Torrenticolidae,,,,Monatractides,,,,,
Testudacarus,Testudacarus,Testudacarus,Trombidiformes,Torrenticolidae,,128,14.35713536,,core cold,,core cold ?,,3.356636894,*Unimodal,11.00049846,17.71377225,10.8,8.9,12.5,NA,NA,76,135,0,,128,Testudacarus,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Torrenticolidae,,,,Testudacarus,,,,,
Torrenticola,Torrenticola,Torrenticola,Trombidiformes,Torrenticolidae,,1009,17.50517899,,eurythermal,,eurythermal?,,2.943284115,*Unimodal,14.56189487,20.4484631,16,9.4,26.1,12.2,23.4,312,274,0,,1009,Torrenticola,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Torrenticolidae,,,,Torrenticola,,,,,
Torrenticolidae,Torrenticolidae,666,Trombidiformes,Torrenticolidae,,1247,17.33342541,,eurythermal,,eurythermal?,,3.018514492,*Unimodal,14.31491092,20.3519399,15.4,6.3,26.7,9.3,24.1,288,255,0,,72,Torrenticolidae,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Torrenticolidae,,,,,,,,,
Koenikea,Unionicolidae,Unionicolidae,Trombidiformes,Unionicolidae,,31,23.13754724,,warm,,warm + ,,5.19156168,*Increaser,17.94598556,28.32910892,30.8,28.9,30.8,NA,NA,780,780,0,,4,Koenikea,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Unionicolidae,,,,Koenikea,,,,,
Neumania,Unionicolidae,Unionicolidae,Trombidiformes,Unionicolidae,,31,23.13754724,,warm,,warm + ,,5.19156168,*Increaser,17.94598556,28.32910892,30.8,28.9,30.8,NA,NA,780,780,0,,13,Neumania,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Unionicolidae,,,,Neumania,,,,,
Unionicola,Unionicolidae,Unionicolidae,Trombidiformes,Unionicolidae,,31,23.13754724,,warm,,warm + ,,5.19156168,*Increaser,17.94598556,28.32910892,30.8,28.9,30.8,NA,NA,780,780,0,,15,Unionicola,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Unionicolidae,,,,Unionicola,,,,,
Unionicolidae,Unionicolidae,Unionicolidae,Trombidiformes,Unionicolidae,,31,23.13754724,,warm,,warm + ,,5.19156168,*Increaser,17.94598556,28.32910892,30.8,28.9,30.8,NA,NA,780,780,0,,1,Unionicolidae,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Unionicolidae,,,,,,,,,
Trombidiformes,Trombidiformes,666,Trombidiformes,666,,2325,17.90453651,,eurythermal,,eurythermal - use?,,3.733964166,*Unimodal,14.17057235,21.63850068,14,3.8,30.8,3.8,30.8,358,209,1,,622,Trombidiformes,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,,,,,,,,,,,,
Acari,Trombidiformes,666,Trombidiformes,666,,2325,17.90453651,,eurythermal,,eurythermal - use?,,3.733964166,*Unimodal,14.17057235,21.63850068,14,3.8,30.8,3.8,30.8,358,209,1,,1469,Acari,Other Non-Insect,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,,,,,,,,,,,,,
Ramellogammarus,Ramellogammarus,Anisogammaridae,Anisogammaridae,Anisogammaridae,,45,19.88318808,LowProbOcc,cool,,cool/warm,,1.853183671,*Unimodal,18.03000441,21.73637175,21.9,NA,NA,NA,NA,567,527,0,,45,Ramellogammarus,Other Non-Insect,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Gammaridea,,Anisogammaridae,,,,Ramellogammarus,,,,,
Anisogammaridae,Anisogammaridae,Anisogammaridae,Anisogammaridae,Anisogammaridae,"could change to Ramellogammarus, looks better taxonomically but only lose a couple of observations",47,19.87643358,LowProbOcc,cool,,cool/warm,,1.858359954,*Unimodal,18.01807362,21.73479353,21.9,NA,NA,NA,NA,566,527,0,,2,Anisogammaridae,Other Non-Insect,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Gammaridea,,Anisogammaridae,,,,,,,,,
Americorophium,Gammaridea,666,666,666,,591,21.16323994,,cool,,warm is a fine designation,,3.489668206,*Increaser,17.67357174,24.65290815,30.8,16.8,30.8,19.9,30.8,673,780,0,,14,Americorophium,Other Non-Insect,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Gammaridea,,Corophiidae,,,,Americorophium,,,,,
